CLOOP|000003|R|BLOQUES|False
FIRST|00000A|R|BLOQUES|False
RETADR|000000|R|CDATA|False
LENGTH|000003|R|CDATA|False
BUFFER|000000|R|CBLKS|False
NUM|000012|A|CBLKS|False
BUFFEND|001000|R|CBLKS|False
MAXLEN|001000|A|CBLKS|False
RES|000000|A|CBLKS|False
RDREC|00000D|R|BLOQUES|False
INPUT|000006|R|CDATA|False
INIC|000002|R|INST|False
FIN|000000|R|FINAL|False
EXPRE|FFFFFF|A|FINAL|False
